semel,total,,,,male,,,,female,,,
3648.00,891.00,,,,530.00,,,,362.00,,,
3649.00,962.00,,,,500.00,,,,461.00,,,
3650.00,10806.00,,,,5581.00,,,,5225.00,,,
3651.00,1529.00,,,,769.00,,,,760.00,,,
3652.00,5253.00,,,,2649.00,,,,2604.00,,,
3653.00,663.00,,,,326.00,,,,337.00,,,
3654.00,1895.00,,,,951.00,,,,944.00,,,
3655.00,1786.00,,,,929.00,,,,857.00,,,
3656.00,437.00,,,,243.00,,,,194.00,,,
3657.00,595.00,,,,286.00,,,,309.00,,,
3658.00,900.00,,,,521.00,,,,379.00,,,
3659.00,1881.00,,,,915.00,,,,965.00,,,
3660.00,3906.00,,,,1958.00,,,,1947.00,,,
3709.00,2669.00,,,,1423.00,,,,1246.00,,,
3710.00,2757.00,,,,1417.00,,,,1340.00,,,
3712.00,891.00,,,,449.00,,,,442.00,,,
3713.00,165.00,,,,84.00,,,,81.00,,,
3715.00,1420.00,,,,723.00,,,,697.00,,,
3717.00,224.00,,,,119.00,,,,105.00,,,
3719.00,445.00,,,,236.00,,,,209.00,,,
3720.00,6039.00,,,,3039.00,,,,3000.00,,,
3723.00,635.00,,,,405.00,,,,230.00,,,
3724.00,352.00,,,,181.00,,,,171.00,,,
3725.00,2322.00,,,,1157.00,,,,1165.00,,,
3726.00,2383.00,,,,1303.00,,,,1079.00,,,
3727.00,3399.00,,,,1700.00,,,,1699.00,,,
3730.00,18420.00,,,,9105.00,,,,9315.00,,,
3743.00,872.00,,,,462.00,,,,409.00,,,
3744.00,1166.00,,,,588.00,,,,578.00,,,
3745.00,550.00,,,,312.00,,,,239.00,,,
3746.00,958.00,,,,481.00,,,,478.00,,,
3747.00,1448.00,,,,686.00,,,,762.00,,,
3748.00,1044.00,,,,649.00,,,,395.00,,,
3749.00,1726.00,,,,944.00,,,,783.00,,,
3750.00,7952.00,,,,4006.00,,,,3946.00,,,
3751.00,447.00,,,,248.00,,,,199.00,,,
3752.00,906.00,,,,353.00,,,,552.00,,,
3754.00,932.00,,,,513.00,,,,420.00,,,
3756.00,1339.00,,,,782.00,,,,558.00,,,
3759.00,462.00,,,,259.00,,,,203.00,,,
3760.00,8955.00,,,,4538.00,,,,4417.00,,,
3762.00,1269.00,,,,725.00,,,,544.00,,,
3763.00,5682.00,,,,2831.00,,,,2851.00,,,
3764.00,667.00,,,,369.00,,,,298.00,,,
3765.00,4415.00,,,,2384.00,,,,2031.00,,,
3766.00,1001.00,,,,501.00,,,,499.00,,,
3767.00,725.00,,,,389.00,,,,335.00,,,
3768.00,2010.00,,,,1049.00,,,,960.00,,,
3769.00,4088.00,,,,2044.00,,,,2043.00,,,
3770.00,2771.00,,,,1364.00,,,,1407.00,,,
3777.00,519.00,,,,272.00,,,,248.00,,,
3778.00,2428.00,,,,1242.00,,,,1186.00,,,
3779.00,8541.00,,,,4161.00,,,,4380.00,,,
3780.00,59270.00,,,,29579.00,,,,29691.00,,,
3781.00,1599.00,,,,792.00,,,,807.00,,,
3782.00,228.00,,,,113.00,,,,114.00,,,
3784.00,741.00,,,,383.00,,,,358.00,,,
3785.00,310.00,,,,178.00,,,,132.00,,,
3786.00,237.00,,,,147.00,,,,90.00,,,
3787.00,2148.00,,,,1076.00,,,,1072.00,,,
3788.00,4575.00,,,,2307.00,,,,2267.00,,,
3790.00,864.00,,,,437.00,,,,427.00,,,
3791.00,2406.00,,,,1204.00,,,,1202.00,,,
3793.00,1923.00,,,,994.00,,,,929.00,,,
3794.00,1568.00,,,,836.00,,,,732.00,,,
3795.00,2632.00,,,,1297.00,,,,1334.00,,,
3796.00,2657.00,,,,1358.00,,,,1299.00,,,
3797.00,76374.00,,,,38787.00,,,,37588.00,,,
3822.00,802.00,,,,404.00,,,,398.00,,,
3823.00,2603.00,,,,1287.00,,,,1316.00,,,
3824.00,209.00,,,,107.00,,,,102.00,,,
4000.00,285316.00,216402.00,251954.00,33362.00,137694.00,104887.00,121093.00,16601.00,147622.00,111515.00,130861.00,16761.00
4001.00,6610.00,,,,3391.00,,,,3219.00,,,
4002.00,433.00,,,,221.00,,,,212.00,,,
4003.00,398.00,,,,208.00,,,,190.00,,,
4004.00,434.00,,,,229.00,,,,205.00,,,
4005.00,2055.00,,,,1421.00,,,,634.00,,,
4006.00,799.00,,,,422.00,,,,377.00,,,
4007.00,745.00,,,,309.00,,,,436.00,,,
4008.00,557.00,,,,281.00,,,,276.00,,,
4009.00,276.00,,,,141.00,,,,136.00,,,
4010.00,155.00,,,,84.00,,,,71.00,,,
4011.00,725.00,,,,363.00,,,,362.00,,,
4012.00,533.00,,,,272.00,,,,261.00,,,
4013.00,343.00,,,,172.00,,,,172.00,,,
4014.00,713.00,,,,455.00,,,,257.00,,,
4015.00,1085.00,,,,530.00,,,,555.00,,,
4017.00,457.00,,,,264.00,,,,193.00,,,
4019.00,299.00,,,,141.00,,,,158.00,,,
4021.00,707.00,,,,351.00,,,,356.00,,,
4022.00,280.00,,,,138.00,,,,142.00,,,
4024.00,319.00,,,,170.00,,,,149.00,,,
4025.00,499.00,,,,260.00,,,,239.00,,,
4026.00,810.00,,,,436.00,,,,374.00,,,
4028.00,461.00,,,,226.00,,,,235.00,,,
4100.00,7297.00,,,,3532.00,,,,3764.00,,,
4101.00,743.00,,,,374.00,,,,369.00,,,
4201.00,11180.00,,,,5665.00,,,,5514.00,,,
4203.00,3714.00,,,,1899.00,,,,1814.00,,,
4204.00,459.00,,,,221.00,,,,238.00,,,
4301.00,345.00,,,,184.00,,,,161.00,,,
4303.00,110.00,,,,56.00,,,,54.00,,,
4304.00,965.00,,,,406.00,,,,559.00,,,
4501.00,2659.00,,,,1346.00,,,,1313.00,,,
4502.00,2098.00,,,,1077.00,,,,1021.00,,,
4503.00,370.00,,,,193.00,,,,178.00,,,
4551.00,632.00,,,,320.00,,,,313.00,,,
4701.00,705.00,,,,308.00,,,,397.00,,,
4702.00,552.00,,,,275.00,,,,277.00,,,
5000.00,460613.00,414231.00,439854.00,20759.00,228378.00,206168.00,217593.00,10785.00,232234.00,208062.00,222260.00,9974.00
6000.00,29950.00,,,,15106.00,,,,14845.00,,,
6100.00,204639.00,,,,104752.00,,,,99887.00,,,
6200.00,129013.00,,,,61641.00,,,,67371.00,,,
6300.00,60644.00,,,,28759.00,,,,31885.00,,,
6400.00,97470.00,,,,47474.00,,,,49996.00,,,
6500.00,97335.00,,,,47944.00,,,,49391.00,,,
6600.00,196282.00,,,,94958.00,,,,101324.00,,,
6700.00,44779.00,,,,22377.00,,,,22401.00,,,
6800.00,59030.00,,,,28880.00,,,,30150.00,,,
6900.00,101432.00,,,,48845.00,,,,52587.00,,,
7000.00,77223.00,47400.00,53581.00,23642.00,38300.00,23600.00,26423.00,11877.00,38924.00,23801.00,27158.00,11765.00
7200.00,50351.00,,,,24741.00,,,,25610.00,,,
7300.00,77445.00,,,,,,,,,,,
7400.00,221353.00,,,,107851.00,,,,113502.00,,,
7500.00,31702.00,,,,16286.00,,,,15416.00,,,
7600.00,49380.00,29369.00,33551.00,15829.00,24402.00,14631.00,16619.00,7783.00,24978.00,14738.00,16932.00,8046.00
7700.00,54250.00,,,,26353.00,,,,27896.00,,,
7800.00,43011.00,,,,21056.00,,,,21956.00,,,
7900.00,247956.00,,,,121604.00,,,,126352.00,,,
8000.00,36094.00,,,,18252.00,,,,17843.00,,,
8200.00,43303.00,,,,20485.00,,,,22818.00,,,
8300.00,254384.00,,,,124797.00,,,,129587.00,,,
8400.00,143904.00,,,,70413.00,,,,73491.00,,,
8500.00,76246.00,54133.00,57946.00,18300.00,38738.00,27471.00,29274.00,9465.00,37508.00,26662.00,28673.00,8835.00
8600.00,163480.00,,,,78436.00,,,,85044.00,,,
8700.00,75421.00,,,,36834.00,,,,38587.00,,,
8800.00,42137.00,,,,21158.00,,,,20979.00,,,
8900.00,34392.00,,,,17376.00,,,,17016.00,,,
9000.00,209687.00,,,,102213.00,,,,107474.00,,,
9100.00,58096.00,,,,28225.00,,,,29872.00,,,
9200.00,18464.00,,,,9307.00,,,,9157.00,,,
9300.00,23206.00,,,,11366.00,,,,11840.00,,,
9400.00,29928.00,,,,14727.00,,,,15202.00,,,
9500.00,40231.00,,,,19337.00,,,,20893.00,,,
9600.00,39897.00,,,,18971.00,,,,20925.00,,,
9700.00,63175.00,,,,30770.00,,,,32404.00,,,
9800.00,15847.00,,,,7901.00,,,,7946.00,,,
